,year,return_annual,vol_annual,sharp_ratio
0,2007.0,-0.15507960476473992,0.096096785434311,-1.6137855607120999
1,2008.0,-0.14185376958775253,0.13353744919460922,-1.0622770649229911
2,2009.0,-0.03134522565540265,0.13471004645608473,-0.2326866219708502
3,2010.0,-0.07253586216066565,0.07952647087033093,-0.9120970837362622
4,2011.0,0.05101356764158971,0.07697699312068691,0.662711877581514
5,2012.0,-0.002049945505187445,0.0738337782226462,-0.027764331645142446
6,2013.0,0.002055751133234196,0.07311171756612583,0.02811794335668388
7,2014.0,-0.10246628086493903,0.06604796586258459,-1.5513919244405527
8,2015.0,-0.0688651773282668,0.07706037719434687,-0.8936522222644757
9,2016.0,0.004280613314214143,0.09502697383867818,0.04504629729113645
10,2017.0,0.02617228447949671,0.07334264658494806,0.3568494688718799
11,2018.0,-0.04160164478242678,0.06093079330318217,-0.6827688025564259
12,2019.0,-0.13516825761540419,0.06375862167729564,-2.119999680977066
13,2020.0,-0.056239996536839865,0.0902286581789402,-0.6233052521440083
14,2021.0,-0.09688736114266017,0.07649204432288757,-1.26663317734953
15,2022.0,0.19185156141255733,0.08762699261845862,2.1894116833143924
